Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","498","Wardha","4604","Arvi","192700","Ajangaon","533813","Ajangaon",1358,723,635,380,false,">10 kms",false,"No",true,true,"Not covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","50 to 100% habitations covered","Mobile",315,false,145,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192816","Apti","534216","Apti",698,371,327,124,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","No",false,false,"No","100% habitations covered","Both",70,false,65,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192816","Apti","534217","Wagholi",574,325,249,118,false,"5-10 kms",false,"No",false,true,"Fully covered","Van",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",100,false,39,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192816","Apti","534218","Husnapur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",1,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192870","Wabgaon","534260","Wabgaon",1612,842,770,409,false,"5-10 kms",false,"No",true,false,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",228,false,150,true,true,"Not Available",true,true,true,true,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192870","Wabgaon","534261","Saidapur",222,108,114,53,false,">10 kms",true,"No",false,false,"Partially covered","No",false,"No",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",0,false,10,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192870","Wabgaon","534300","Mahamadpur",1,1,0,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192863","Sonora(Dhok)","534234","Sonora",1799,950,849,453,false,">10 kms",true,"No",true,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Both",350,false,190,true,true,"Available and updated",true,true,true,true,false,false,"No",false,"Sub Centre","Not applicable",true,"Not applicable","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192842","Kolhapur","534298","Khanapur",5,2,3,1,false,"2-5 kms",true,"No",false,false,"Not covered","Bus",false,"No","No",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192863","Sonora(Dhok)","534239","Akapur",1799,950,849,453,false,">10 kms",true,"No",true,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"Mandis","100% habitations covered","Both",350,false,190,true,true,"Available and updated",true,true,true,true,false,false,"No",false,"PHC","Not applicable",true,"Not applicable","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192843","Kolona(C)","534334","Kolona (Chore)",1210,640,570,329,false,"2-5 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"Mandis","100% habitations covered","Mobile",256,false,20,true,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192824","Chikhali","534332","Chikhali",794,406,388,202,false,">10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",199,false,107,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192824","Chikhali","534333","Takli (Khode)",676,376,300,168,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",157,false,65,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192814","Andori","534302","Chandrapur",5,4,1,1,false,"1-2 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","1-2 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192814","Andori","534305","Andori",2412,1246,1166,626,true,"Not applicable",true,"Yes",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"Weekly Haat","50 to 100% habitations covered","Mobile",507,false,102,true,true,"Available but not updated",true,true,true,false,false,false,"Outdoor",false,"Sub Centre","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192842","Kolhapur","534295","Singarwadi",270,135,135,57,false,"2-5 kms",true,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",40,false,15,false,false,"Not Available",false,false,false,false,false,false,"Indoor",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192842","Kolhapur","534296","Kolhapur",582,308,274,136,false,"2-5 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","50 to 100% habitations covered","Mobile",135,false,25,false,true,"Not Available",true,false,false,false,false,false,"Indoor",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192869","Vijaygopal","534256","Vijaygopal",3066,1548,1518,767,true,"Not applicable",true,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Both",600,false,275,true,true,"Available and updated",true,true,true,true,false,false,"Outdoor",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192862","Sonegaon(B)","534318","Sonegaon",1289,641,648,322,false,">10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"Weekly Haat","100% habitations covered","Mobile",5,false,60,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,"2-5 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192862","Sonegaon(B)","534330","Raipur",2,1,1,2,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","4-8 Hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192813","Amboda","534343","Amboda",940,483,457,215,false,"1-2 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,false,"Weekly Haat","50 to 100% habitations covered","Mobile",197,false,53,false,true,"Not Available",true,true,false,false,false,false,"No",false,"No","1-2 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192849","Muratgaon(B)","534278","Muradgaon (Belsare)",634,312,322,158,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",148,false,45,false,true,"Available but not updated",true,true,false,true,false,false,"No",false,"PHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192812","Akoli","534242","Dhonapur",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192812","Akoli","534247","Akoli",875,420,455,253,false,"5-10 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",203,false,155,false,true,"Available and updated",true,false,false,false,false,false,"No",true,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192812","Akoli","534249","Durgada",581,263,318,172,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",102,false,45,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192818","Babhulgaon(K)","534293","Babhulgaon",996,493,503,241,false,"5-10 kms",false,"No",true,true,"Fully covered","Auto",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",118,false,80,false,true,"Available and updated",true,false,true,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192871","Watkheda","534290","Wakheda",1085,532,553,282,true,"Not applicable",true,"No",false,true,"Partially covered","Bus",false,"Separately located","8-12 Hrs",true,true,"No","100% habitations covered","Mobile",280,false,56,true,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192871","Watkheda","534294","Mirzapur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192844","Kolona(G)","534227","Kapurwadi",1,1,0,1,false,"1-2 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192844","Kolona(G)","534230","Kolona (Gho)",750,377,373,150,false,"5-10 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","100% habitations covered","Mobile",141,false,15,false,true,"Available and updated",true,false,false,false,false,true,"Outdoor",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192844","Kolona(G)","534233","Ghodegaon",862,462,400,185,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",0,false,113,false,false,"Available and updated",true,true,false,false,false,false,"Indoor",false,"No","2-5 kms",false,"2-5 kms","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192861","Sonegaon(A)","534277","Sonegaon (Aa)",1353,679,674,438,false,"2-5 kms",true,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","Mobile",428,false,187,true,true,"Not Available",true,true,false,false,false,false,"Outdoor",false,"PHC","Not applicable",false,"2-5 kms","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192832","Gunjkheda","534198","Gunjkheda",4864,2461,2403,1216,false,"1-2 kms",false,"No",true,true,"Partially covered","No",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","Both",1216,false,10,false,true,"Available and updated",true,true,false,false,false,false,"Both",false,"Sub Centre","Not applicable",false,"1-2 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192832","Gunjkheda","534199","Hiwara",1156,793,363,289,false,"2-5 kms",true,"No",true,true,"Partially covered","No",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","Both",280,false,0,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","< 1 km",false,"2-5 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192838","Kandegaon","534236","Kavithgaon",512,324,188,102,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Mobile",90,false,8,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192838","Kandegaon","534237","Kandegaon",685,340,345,175,false,"5-10 kms",false,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",135,false,10,true,true,"Available and updated",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,">10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192854","Pathari","534328","Mamdapur",514,247,267,126,false,"1-2 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","50 to 100% habitations covered","Mobile",52,false,16,false,false,"Available and updated",false,false,false,false,false,false,"Indoor",false,"No","2-5 kms",false,"1-2 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192854","Pathari","534345","Pathari",797,411,386,316,false,"2-5 kms",true,"No",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","50 to 100% habitations covered","Mobile",200,false,7,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",true,"Not applicable","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192858","Sawangi(Yende)","534253","Nandgaon",272,156,116,64,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No",">12 hrs",false,false,"No","Not Covered","Mobile",61,false,8,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192858","Sawangi(Yende)","534254","Sawangi",612,309,303,175,false,"5-10 kms",true,"No",false,false,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","4-8 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Both",126,false,25,false,true,"Available and updated",true,false,false,false,false,false,"Both",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192840","Kharda","534264","Kashimpur",0,0,0,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","< 1 km",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192840","Kharda","534273","Kharda",1158,603,555,275,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Mobile",260,false,64,false,true,"Not Available",true,true,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192856","Ratnapur","534292","Ratnapur",864,452,412,305,false,"5-10 kms",false,"No",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",205,false,204,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192846","Loni","534224","Loni",1113,557,556,308,false,">10 kms",true,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","100% habitations covered","Mobile",0,false,171,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192855","Pimpalgaon(Lute)","534341","Pimpalgaon",1523,772,751,372,false,"2-5 kms",false,"No",false,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",242,false,51,true,true,"Not Available",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192855","Pimpalgaon(Lute)","534342","Gopalpur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192847","Malkapur","534204","Nandpur",74,33,41,18,false,">10 kms",true,"No",false,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",2,false,0,false,false,"Available and updated",false,false,false,false,false,true,"Outdoor",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192847","Malkapur","534274","Malkapur",648,327,321,210,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","Both",78,false,97,false,true,"Available and updated",false,false,false,false,false,true,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192841","Khatkheda","534222","Khatkheda",628,307,321,140,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Mobile",125,false,72,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192841","Khatkheda","534225","Ekamba",515,268,247,129,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No",">12 hrs",true,true,"No","100% habitations covered","Mobile",115,false,25,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",true,"Not applicable","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192841","Khatkheda","534226","Narayanpur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192841","Khatkheda","534231","Gagapur",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192841","Khatkheda","534232","Trimbakpur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192857","Rohni","534267","Babapur",1,1,0,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192857","Rohni","534270","Rohani",1500,760,740,406,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"Weekly Haat","50 to 100% habitations covered","Mobile",300,false,161,true,true,"Available and updated",true,true,true,false,false,false,"No",false,"CHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192857","Rohni","534271","Kangokul",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Fully covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192839","Kawtha","534201","Kavtha",2299,1165,1134,568,false,"5-10 kms",true,"No",true,false,"Fully covered","Auto",true,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",395,false,263,true,true,"Available but not updated",true,true,true,false,false,false,"Outdoor",false,"PHC","Not applicable",true,"Not applicable","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192839","Kawtha","534202","Kavtha (Zopadi)",1014,503,511,262,false,"5-10 kms",false,"No",true,false,"Fully covered","Bus",false,"No","8-12 Hrs",true,false,"No","100% habitations covered","Mobile",0,false,15,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192830","Goul","534336","Gaul",1760,879,881,435,true,"Not applicable",true,"No",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Mobile",435,false,148,true,false,"Not Available",true,true,false,false,false,false,"Both",false,"Sub Centre","Not applicable",false,"2-5 kms","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192823","Chinchala","534329","Chichala",1251,640,611,320,false,"2-5 kms",true,"No",true,false,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"Regular market","50 to 100% habitations covered","Mobile",120,true,20,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"PHC","Not applicable",false,"2-5 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192825","Dahegaon(D)","534228","Dahegaon (Dhande)",1127,568,559,430,false,"5-10 kms",true,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"No","50 to 100% habitations covered","Both",350,false,10,true,true,"Available but not updated",true,true,true,false,false,false,"Indoor",false,"PHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192819","Bhidi","534258","Hurdanpur",3,2,1,3,false,"< 1 km",false,"No",false,false,"Partially covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","< 1 km",false,"< 1 km","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192819","Bhidi","534259","Bhidi",3225,1653,1572,867,true,"Not applicable",false,"Yes",false,true,"Fully covered","Bus",false,"Separately located","8-12 Hrs",true,true,"Weekly Haat","50 to 100% habitations covered","Mobile",2,true,231,true,true,"Available and updated",true,true,true,true,true,true,"Both",true,"PHC","Not applicable",true,"Not applicable","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192819","Bhidi","534265","Husnapur",435,224,211,113,false,"< 1 km",false,"No",false,false,"Partially covered","No",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",69,true,48,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"< 1 km","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192826","Dapori","534337","Nasirpur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192826","Dapori","534339","Dapori",879,456,423,232,false,"5-10 kms",false,"No",true,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",207,false,34,false,true,"Not Available",true,false,false,false,false,true,"Both",false,"PHC","Not applicable",true,"Not applicable","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192867","Talni(K)","534250","Talni(Khanderao)",433,228,205,116,false,"2-5 kms",false,"No",true,true,"Partially covered","Bus",false,"No",">12 hrs",true,true,"No","50 to 100% habitations covered","Mobile",25,false,71,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192867","Talni(K)","534251","Chondhi",518,276,242,136,false,"2-5 kms",false,"No",false,true,"Partially covered","No",false,"No","1-4 hrs",false,true,"No","100% habitations covered","Mobile",113,false,60,false,false,"Not Available",true,false,false,false,true,false,"No",true,"No","2-5 kms",false,"2-5 kms","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192867","Talni(K)","534257","Raghala",2,1,1,1,false,">10 kms",false,"No",false,true,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
